ACCOUNT_BALANCE_LOW,AGE,AVG_FAMILY_SIZE,CHURN_Y_N,Credit_card_limit,DEPOSIT_AMT,FIRST_NAME,GENDER,INACTIVE_CUST_FLAG,INCOME_LEVEL,Interest_rate,LAST_NAME,MARITAL_STATUS,NUM_DEPOSIT_TRX,NUM_OF_AVG_RESOLUTION,NUM_OF_COMPLAINTS,NUM_OF_ENQUIRIES,NUM_OF_GOOD_RESOLUTION,NUM_OF_POOR_RESOLUTION,NUM_OF_PROD_SUPRT,NUM_WDWL_TRX,OCCUPATION,WDWL_AMT,_id,create_date,customer_id,product_id,product_type,sentiment_polarity,sentiment_score
0.0,59.0,5,Y,300000.0,12502.0,GIDEON,Male,N,Low,15.0,Davidman,Married,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,Project Manager,13316.0,59958e94e557cd6021557e19,2017-08-17 12:39:38.192,22046,427,credit card,positive,3.0
0.0,25.0,6,N,100000.0,1806.0,IVETTE,Female,N,High,16.0,Asple,Single,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Statistician III,0.0,59958e94e557cd6021557e18,2017-08-17 12:39:38.192,22047,2527,credit card,positive,3.0
0.0,31.0,6,N,100000.0,16896.0,LIEF,Male,N,Low,16.0,Fiske,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Software Consultant,0.0,59958e94e557cd6021557e14,2017-08-17 12:39:38.192,22055,1770,credit card,neutral,0.0
0.0,31.0,5,N,800000.0,30100.0,KAREEM,Male,N,Medium,18.0,Pelfer,Married,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Dental Hygienist,23078.0,59958e94e557cd6021557e1a,2017-08-17 12:39:38.192,22042,4865,credit card,positive,1.0
0.0,32.0,2,N,300000.0,27789.0,DERRIK,Male,N,Low,15.0,Thorley,Married,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Editor,0.0,59958e94e557cd6021557e1b,2017-08-17 12:39:38.192,22040,900,credit card,positive,1.0
1.0,58.0,2,N,100000.0,0.0,TORRANCE,Male,N,High,16.0,Sokale,Married,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,Administrative Officer,112783.0,59958e94e557cd6021557e1e,2017-08-17 12:39:38.192,22029,888,credit card,positive,1.0
1.0,67.0,5,N,800000.0,0.0,TOMMY,Male,N,High,18.0,Blaine,Married,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Food Chemist,44019.0,59958e94e557cd6021557e1c,2017-08-17 12:39:38.192,22038,1170,credit card,positive,1.0
0.0,38.0,6,N,300000.0,20407.0,GARREK,Male,N,Low,15.0,Ganter,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Project Manager,0.0,59958e94e557cd6021557e20,2017-08-17 12:39:38.192,22028,2646,credit card,neutral,0.0
0.0,38.0,6,N,300000.0,17704.0,CORI,Female,N,High,15.0,Gallacher,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Paralegal,34617.0,59958e94e557cd6021557e1d,2017-08-17 12:39:38.192,22032,444,credit card,neutral,0.0
1.0,35.0,6,N,100000.0,0.0,DOUGY,Male,N,Low,16.0,Brunt,Married,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,Software Consultant,51599.0,59958e94e557cd6021557e1f,2017-08-17 12:39:38.192,22142,1380,credit card,neutral,0.0
1.0,53.0,5,N,300000.0,0.0,MILE,Male,N,Medium,15.0,Peris,Married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Social Worker,27559.0,59958e94e557cd6021557e21,2017-08-17 12:39:38.192,22027,1047,credit card,neutral,0.0
1.0,66.0,3,N,100000.0,0.0,PURCELL,Male,N,Low,16.0,Bravery,Married,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Programmer Analyst III,0.0,59958e94e557cd6021557e25,2017-08-17 12:39:38.192,22037,2618,credit card,positive,1.0
1.0,31.0,4,Y,100000.0,0.0,FILIP,Male,N,Low,16.0,Boobyer,Married,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Quality Control Specialist,26894.0,59958e94e557cd6021557e23,2017-08-17 12:39:38.192,22022,1750,credit card,positive,1.0
1.0,53.0,5,N,800000.0,0.0,EIMILE,Female,N,High,18.0,Staterfield,Married,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Clinical Specialist,0.0,59958e94e557cd6021557e22,2017-08-17 12:39:38.192,22023,2163,credit card,positive,1.0
0.0,56.0,6,N,100000.0,19805.0,NANCE,Female,N,Medium,16.0,Megarry,Married,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Senior Sales Associate,0.0,59958e94e557cd6021557e26,2017-08-17 12:39:38.192,22015,133,credit card,positive,1.0
0.0,50.0,4,Y,300000.0,6463.0,BURNARD,Male,N,Low,15.0,Heball,Married,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Help Desk Technician,28362.0,59958e94e557cd6021557e24,2017-08-17 12:39:38.192,22148,2892,credit card,neutral,0.0
1.0,29.0,5,N,800000.0,0.0,DILLY,Male,N,Medium,18.0,Lawly,Married,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Computer Systems Analyst II,0.0,59958e94e557cd6021557e28,2017-08-17 12:39:38.192,22060,3420,credit card,positive,1.0
0.0,33.0,3,Y,100000.0,19752.0,ELDEN,Male,N,Medium,16.0,Doman,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VP Marketing,11226.0,59958e94e557cd6021557e29,2017-08-17 12:39:38.192,22013,1616,credit card,neutral,0.0
0.0,65.0,5,N,800000.0,52915.0,ISAIAH,Male,N,High,18.0,Menault,Married,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Marketing Assistant,2679.0,59958e94e557cd6021557e27,2017-08-17 12:39:38.192,22014,1642,credit card,positive,1.0
0.0,58.0,5,N,800000.0,3344.0,NATASHA,Female,N,Medium,18.0,O'Hanlon,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Research Nurse,0.0,59958e94e557cd6021557e2b,2017-08-17 12:39:38.192,22010,1519,credit card,neutral,0.0
1.0,32.0,6,Y,100000.0,0.0,DODY,Female,N,Low,16.0,Harry,Married,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Computer Systems Analyst III,45273.0,59958e94e557cd6021557e2a,2017-08-17 12:39:38.192,22011,3364,credit card,positive,1.0
0.0,24.0,6,N,100000.0,19200.0,ARNOLDO,Male,N,Medium,16.0,Antecki,Single,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Web Designer III,24382.0,59958e94e557cd6021557e2c,2017-08-17 12:39:38.192,21998,3353,credit card,neutral,0.0
0.0,63.0,6,N,300000.0,5797.0,KIRI,Female,N,High,15.0,"Torns,",Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,VP Quality Control,38528.0,59958e94e557cd6021557e2f,2017-08-17 12:39:38.192,21994,746,credit card,neutral,0.0
0.0,45.0,5,N,300000.0,23685.0,PATRIZIUS,Male,N,High,15.0,Briereton,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Quality Control Specialist,41058.0,59958e94e557cd6021557e2d,2017-08-17 12:39:38.192,21997,907,credit card,neutral,0.0
0.0,24.0,3,N,300000.0,10799.0,TRISTA,Female,N,Low,15.0,Pheasant,Single,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Budget/Accounting Analyst II,23289.0,59958e94e557cd6021557e2e,2017-08-17 12:39:38.192,21996,393,credit card,neutral,0.0
0.0,53.0,5,Y,100000.0,34469.0,LUCAIS,Male,N,Low,16.0,Bool,Married,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Dental Hygienist,1324.0,59958e94e557cd6021557e33,2017-08-17 12:39:38.192,21987,4002,credit card,positive,2.0
0.0,46.0,4,N,100000.0,18547.0,ARNI,Male,N,Low,16.0,Gorrick,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VP Product Management,0.0,59958e94e557cd6021557e30,2017-08-17 12:39:38.192,21993,4750,credit card,neutral,0.0
0.0,38.0,4,Y,300000.0,14969.0,EM,Male,N,Medium,15.0,Coneau,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,General Manager,8454.0,59958e94e557cd6021557e34,2017-08-17 12:39:38.192,21986,383,credit card,neutral,0.0
0.0,33.0,4,N,100000.0,21158.0,HARLENE,Female,N,Low,16.0,Cullrford,Married,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Payment Adjustment Coordinator,11427.0,59958e94e557cd6021557e32,2017-08-17 12:39:38.192,21990,2688,credit card,neutral,0.0
1.0,63.0,2,N,300000.0,0.0,ELBERTA,Female,N,High,15.0,Bosomworth,Married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Computer Systems Analyst III,20070.0,59958e94e557cd6021557e31,2017-08-17 12:39:38.192,21991,2427,credit card,neutral,0.0
0.0,55.0,2,N,300000.0,3066.0,GLENNIS,Female,N,Low,15.0,Ramel,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Senior Quality Engineer,21863.0,59958e94e557cd6021557e36,2017-08-17 12:39:38.192,21981,2831,credit card,neutral,0.0
0.0,46.0,3,N,800000.0,22021.0,DARBY,Male,N,High,18.0,Pina,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Editor,44135.0,59958e94e557cd6021557e35,2017-08-17 12:39:38.192,21982,288,credit card,neutral,0.0
0.0,30.0,2,N,100000.0,6890.0,LEOLA,Female,N,High,16.0,Escalante,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Safety Technician IV,7565.0,59958e94e557cd6021557e39,2017-08-17 12:39:38.192,21976,3782,credit card,neutral,0.0
0.0,33.0,6,N,100000.0,18345.0,TONIA,Female,N,High,16.0,Lagneaux,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human Resources Manager,0.0,59958e94e557cd6021557e38,2017-08-17 12:39:38.192,22071,1919,credit card,neutral,0.0
0.0,60.0,5,N,400000.0,18390.0,JANET,Female,N,Medium,12.0,Loughrey,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Financial Advisor,44340.0,59958e94e557cd6021557e37,2017-08-17 12:39:38.192,21977,1579,credit card,neutral,0.0
0.0,43.0,2,Y,100000.0,4582.0,DONAUGH,Male,N,Low,16.0,Holtham,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Help Desk Technician,0.0,59958e94e557cd6021557e3b,2017-08-17 12:39:38.192,21972,2034,credit card,neutral,0.0
0.0,38.0,2,N,300000.0,17933.0,STEPHAN,Male,N,High,15.0,MacGilrewy,Married,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Environmental Tech,0.0,59958e94e557cd6021557e3e,2017-08-17 12:39:38.192,21967,343,credit card,neutral,0.0
0.0,50.0,5,N,100000.0,45126.0,CORREY,Female,N,Low,16.0,Eliyahu,Married,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Administrative Officer,22863.0,59958e94e557cd6021557e3c,2017-08-17 12:39:38.192,22064,323,credit card,neutral,0.0
0.0,29.0,6,Y,100000.0,34069.0,TYMON,Male,N,Low,16.0,Fenlon,Married,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Programmer Analyst IV,18754.0,59958e94e557cd6021557e3a,2017-08-17 12:39:38.192,21975,1220,credit card,neutral,0.0
0.0,47.0,6,N,100000.0,19117.0,LOUIS,Male,N,Low,16.0,Anning,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Registered Nurse,9005.0,59958e94e557cd6021557e3f,2017-08-17 12:39:38.192,21966,127,credit card,neutral,0.0
0.0,52.0,4,N,100000.0,23359.0,SIMONETTE,Female,N,Low,16.0,Burnep,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Designer I,0.0,59958e94e557cd6021557e3d,2017-08-17 12:39:38.192,21969,4397,credit card,neutral,0.0
1.0,57.0,5,N,300000.0,0.0,RAM,Male,N,High,15.0,Holson,Married,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Database Administrator III,13545.0,59958e94e557cd6021557e43,2017-08-17 12:39:38.192,21955,4547,credit card,positive,1.0
0.0,25.0,3,Y,300000.0,35580.0,JULIA,Female,N,Low,15.0,Eastmead,Single,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Civil Engineer,44298.0,59958e94e557cd6021557e40,2017-08-17 12:39:38.192,21963,416,credit card,neutral,0.0
1.0,42.0,2,N,100000.0,0.0,AX,Male,N,Low,16.0,Vine,Married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Legal Assistant,21350.0,59958e94e557cd6021557e45,2017-08-17 12:39:38.192,21954,3397,credit card,neutral,0.0
1.0,31.0,6,N,300000.0,0.0,HAMID,Male,N,Medium,15.0,Bluschke,Married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Desktop Support Technician,11969.0,59958e94e557cd6021557e42,2017-08-17 12:39:38.192,21956,705,credit card,neutral,0.0
1.0,62.0,3,N,400000.0,0.0,TIMOTEO,Male,N,Low,12.0,Cadogan,Married,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Professor,6262.0,59958e94e557cd6021557e41,2017-08-17 12:39:38.192,21960,3579,credit card,positive,1.0
0.0,44.0,5,N,100000.0,13838.0,FIORENZE,Female,N,High,16.0,Borzoni,Married,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Engineer II,9935.0,59958e94e557cd6021557e46,2017-08-17 12:39:38.192,21952,3919,credit card,positive,2.0
0.0,49.0,4,Y,100000.0,9343.0,WAKEFIELD,Male,N,Low,16.0,Dargue,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VP Quality Control,0.0,59958e94e557cd6021557e44,2017-08-17 12:39:38.192,22034,4688,credit card,neutral,0.0
0.0,49.0,4,N,100000.0,36643.0,GAULTIERO,Male,N,Low,16.0,Royle,Married,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Payment Adjustment Coordinator,19661.0,59958e94e557cd6021557e47,2017-08-17 12:39:38.192,21948,895,credit card,neutral,0.0
1.0,37.0,4,Y,100000.0,0.0,TABBIE,Male,N,Medium,16.0,Stedmond,Married,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Geologist IV,8918.0,59958e94e557cd6021557e48,2017-08-17 12:39:38.192,21974,3544,credit card,positive,1.0
1.0,66.0,3,N,100000.0,0.0,QUINTA,Female,N,High,16.0,Titta,Married,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Executive Secretary,12648.0,59958e94e557cd6021557e49,2017-08-17 12:39:38.192,21943,4063,credit card,positive,1.0
0.0,23.0,2,Y,100000.0,20128.0,BRONSON,Male,N,Low,16.0,Pirot,Single,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Human Resources Assistant IV,7699.0,59958e94e557cd6021557e4a,2017-08-17 12:39:38.192,21942,3077,credit card,positive,1.0
1.0,24.0,6,N,300000.0,0.0,DUNC,Male,N,High,15.0,Nattriss,Single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Paralegal,23432.0,59958e94e557cd6021557e4d,2017-08-17 12:39:38.192,21937,1911,credit card,neutral,0.0
0.0,27.0,2,Y,800000.0,12948.0,JANNEL,Female,N,Medium,18.0,Mathevon,Single,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Software Test Engineer I,28087.0,59958e94e557cd6021557e4b,2017-08-17 12:39:38.192,21938,529,credit card,neutral,0.0
0.0,29.0,2,N,300000.0,4553.0,ALBRECHT,Male,N,Medium,15.0,Fennell,Married,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Design Engineer,0.0,59958e94e557cd6021557e4c,2017-08-17 12:39:38.192,22048,479,credit card,positive,1.0
1.0,33.0,5,Y,300000.0,0.0,MATTEO,Male,N,Medium,15.0,Bristo,Married,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,Graphic Designer,57749.0,59958e94e557cd6021557e4e,2017-08-17 12:39:38.192,22051,1122,credit card,positive,1.0
0.0,36.0,6,N,300000.0,44489.0,CLARA,Female,N,Medium,15.0,Cuss,Married,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Marketing Assistant,5245.0,59958e94e557cd6021557e50,2017-08-17 12:39:38.192,22036,4837,credit card,neutral,0.0
1.0,63.0,5,N,100000.0,0.0,ZACHARIAH,Male,N,Low,16.0,Sweeny,Married,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Marketing Assistant,0.0,59958e94e557cd6021557e51,2017-08-17 12:39:38.192,21936,4855,credit card,positive,1.0
1.0,60.0,5,N,100000.0,0.0,LAURALEE,Female,N,High,16.0,Innocent,Married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Operator,13561.0,59958e94e557cd6021557e52,2017-08-17 12:39:38.192,22181,1184,credit card,neutral,0.0
0.0,56.0,2,N,100000.0,26914.0,MAURY,Male,N,Low,16.0,Turvey,Married,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senior Developer,0.0,59958e94e557cd6021557e54,2017-08-17 12:39:38.192,21465,3790,credit card,neutral,0.0
0.0,33.0,6,Y,50000.0,1665.0,MARGEAUX,Female,N,Low,18.0,Windibank,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Research Assistant IV,0.0,59958e94e557cd6021557e57,2017-08-17 12:39:38.192,21289,4670,credit card,neutral,0.0
0.0,67.0,2,N,100000.0,1903.0,ABBI,Female,N,High,16.0,Inmett,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Business Systems Development Analyst,0.0,59958e94e557cd6021557e53,2017-08-17 12:39:38.192,21588,4305,credit card,neutral,0.0
0.0,34.0,3,N,300000.0,27039.0,MARYBELLE,Female,N,Low,15.0,Falco,Married,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Research Associate,15628.0,59958e94e557cd6021557e58,2017-08-17 12:39:38.192,21584,4705,credit card,neutral,0.0
0.0,32.0,5,Y,25000.0,70876.0,VANIA,Female,N,Low,18.0,Duffill,Married,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Business Systems Development Analyst,13447.0,59958e94e557cd6021557e5a,2017-08-17 12:39:38.192,21313,1887,credit card,positive,1.0
1.0,56.0,2,N,100000.0,0.0,EZIECHIELE,Male,N,Low,16.0,Dufour,Married,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Marketing Manager,0.0,59958e94e557cd6021557e56,2017-08-17 12:39:38.192,22243,3851,credit card,neutral,0.0
1.0,37.0,6,N,100000.0,0.0,STELLA,Female,N,High,16.0,Stert,Married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Software Test Engineer IV,1457.0,59958e94e557cd6021557e55,2017-08-17 12:39:38.192,21502,3862,credit card,neutral,0.0
1.0,35.0,2,N,800000.0,0.0,ANGELITA,Female,N,High,18.0,Farres,Married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Physical Therapy Assistant,35753.0,59958e94e557cd6021557e5b,2017-08-17 12:39:38.192,21571,2922,credit card,neutral,0.0
0.0,47.0,3,Y,800000.0,12075.0,NOLANA,Female,N,Medium,18.0,Congram,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer III,0.0,59958e94e557cd6021557e59,2017-08-17 12:39:38.192,21580,2170,credit card,neutral,0.0
1.0,27.0,2,N,400000.0,0.0,ODILLE,Female,N,Medium,12.0,Suggate,Single,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,GIS Technical Architect,8845.0,59958e94e557cd6021557e5e,2017-08-17 12:39:38.192,21566,1688,credit card,positive,1.0
0.0,27.0,5,N,300000.0,21919.0,LANGSTON,Male,N,High,15.0,Belchamber,Single,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Product Engineer,17713.0,59958e94e557cd6021557e5c,2017-08-17 12:39:38.192,21874,1354,credit card,positive,1.0
0.0,51.0,3,N,800000.0,10327.0,ALLINA,Female,N,High,18.0,Belsey,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VP Accounting,0.0,59958e94e557cd6021557e5d,2017-08-17 12:39:38.192,22184,3170,credit card,neutral,0.0
1.0,23.0,3,Y,100000.0,0.0,MADELAINE,Female,N,Low,16.0,Cluff,Single,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Web Designer IV,14529.0,59958e94e557cd6021557e5f,2017-08-17 12:39:38.192,22049,2341,credit card,positive,1.0
0.0,66.0,5,N,300000.0,29572.0,JOSHIA,Male,N,High,15.0,Yarker,Married,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Biostatistician II,9661.0,59958e94e557cd6021557e60,2017-08-17 12:39:38.192,21565,2971,credit card,neutral,0.0
0.0,43.0,5,Y,100000.0,14972.0,SUZANNA,Female,N,Low,20.0,Stourton,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,VP Sales,30883.0,59958e94e557cd6021557e62,2017-08-17 12:39:38.192,21403,4867,credit card,neutral,0.0
0.0,36.0,2,N,100000.0,7409.0,CHRISTEL,Female,N,High,16.0,Russen,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senior Sales Associate,0.0,59958e94e557cd6021557e63,2017-08-17 12:39:38.192,21705,2579,credit card,neutral,0.0
0.0,30.0,2,N,800000.0,9371.0,KASS,Female,N,Low,18.0,Olyonov,Married,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,General Manager,0.0,59958e94e557cd6021557e61,2017-08-17 12:39:38.192,21558,1323,credit card,positive,1.0
0.0,59.0,5,N,100000.0,53487.0,KRYSTLE,Female,N,Medium,16.0,Challicum,Married,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Food Chemist,9071.0,59958e94e557cd6021557e69,2017-08-17 12:39:38.192,21822,4618,credit card,neutral,0.0
0.0,40.0,3,N,300000.0,5561.0,FAYRE,Female,N,Low,15.0,Furmage,Married,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Senior Cost Accountant,19815.0,59958e94e557cd6021557e66,2017-08-17 12:39:38.192,21555,4368,credit card,positive,1.0
0.0,45.0,5,N,300000.0,13713.0,DEVINNE,Female,N,High,15.0,Currom,Married,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Technical Writer,0.0,59958e94e557cd6021557e64,2017-08-17 12:39:38.192,21556,547,credit card,positive,1.0
1.0,32.0,6,N,100000.0,0.0,BEVERLEY,Female,N,High,16.0,Hentzeler,Married,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Safety Technician IV,0.0,59958e94e557cd6021557e65,2017-08-17 12:39:38.192,21422,4422,credit card,positive,2.0
1.0,26.0,5,N,100000.0,0.0,ELNORA,Female,N,Medium,16.0,Agus,Single,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Graphic Designer,16849.0,59958e94e557cd6021557e6a,2017-08-17 12:39:38.192,22161,3750,credit card,neutral,0.0
0.0,52.0,5,N,300000.0,13210.0,KELSI,Female,N,Medium,15.0,Elsey,Married,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Clinical Specialist,5308.0,59958e94e557cd6021557e67,2017-08-17 12:39:38.192,21980,1730,credit card,positive,1.0
1.0,42.0,6,Y,100000.0,0.0,MAX,Male,N,Medium,16.0,Tire,Married,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Graphic Designer,2619.0,59958e94e557cd6021557e6b,2017-08-17 12:39:38.192,21914,146,credit card,positive,1.0
0.0,35.0,6,N,300000.0,19006.0,WOODY,Male,N,Medium,15.0,Kerans,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Food Chemist,20736.0,59958e94e557cd6021557e4f,2017-08-17 12:39:38.192,22039,4748,credit card,neutral,0.0
0.0,25.0,6,Y,100000.0,22450.0,DALLI,Male,N,Low,16.0,Cremin,Single,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Recruiter,31865.0,59958e94e557cd6021557e6c,2017-08-17 12:39:38.192,21534,918,credit card,neutral,0.0
1.0,24.0,4,N,100000.0,0.0,EARLE,Male,N,Medium,11.0,Luisetti,Single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Accounting Assistant II,56089.0,59958e94e557cd6021557e68,2017-08-17 12:39:38.192,21551,1232,credit card,neutral,0.0
0.0,38.0,3,Y,100000.0,42005.0,VIVYANNE,Female,N,Low,16.0,Deveral,Married,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Account Executive,8413.0,59958e94e557cd6021557e71,2017-08-17 12:39:38.192,21727,255,credit card,positive,1.0
0.0,45.0,2,N,400000.0,24730.0,CODY,Male,N,Low,12.0,Havoc,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nurse Practicioner,0.0,59958e94e557cd6021557e75,2017-08-17 12:39:38.192,21525,862,credit card,neutral,0.0
0.0,44.0,3,Y,300000.0,16574.0,SANSON,Male,N,Low,15.0,Gartan,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Help Desk Technician,0.0,59958e94e557cd6021557e6f,2017-08-17 12:39:38.192,21531,4646,credit card,neutral,0.0
0.0,53.0,4,N,100000.0,3128.0,KENNITH,Male,N,Low,16.0,Winsborrow,Married,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,VP Quality Control,17663.0,59958e94e557cd6021557e70,2017-08-17 12:39:38.192,21590,4042,credit card,positive,1.0
1.0,53.0,6,Y,100000.0,0.0,NEILE,Female,N,Medium,20.0,Jantzen,Married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VP Sales,9739.0,59958e94e557cd6021557e72,2017-08-17 12:39:38.192,21375,745,credit card,neutral,0.0
1.0,49.0,5,N,100000.0,0.0,GUY,Male,N,Medium,16.0,Deschelle,Married,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Registered Nurse,0.0,59958e94e557cd6021557e76,2017-08-17 12:39:38.192,22120,684,credit card,negative,-1.0
1.0,23.0,5,Y,100000.0,0.0,ALLEEN,Female,N,Low,16.0,Bazell,Single,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Developer III,17282.0,59958e94e557cd6021557e6d,2017-08-17 12:39:38.192,21501,2039,credit card,positive,2.0
0.0,54.0,2,N,300000.0,28115.0,RENELLE,Female,N,Medium,15.0,Kareman,Married,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Help Desk Operator,45969.0,59958e94e557cd6021557e73,2017-08-17 12:39:38.192,21530,2082,credit card,positive,1.0
0.0,26.0,3,Y,75000.0,45495.0,WAYLON,Male,N,Medium,17.0,Lighten,Single,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Senior Editor,0.0,59958e94e557cd6021557e77,2017-08-17 12:39:38.192,21345,670,credit card,positive,1.0
0.0,45.0,5,Y,100000.0,7860.0,RICKIE,Female,N,High,20.0,Ransley,Married,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Help Desk Technician,0.0,59958e94e557cd6021557e79,2017-08-17 12:39:38.192,21389,397,credit card,positive,1.0
0.0,43.0,2,N,100000.0,12163.0,STAVRO,Male,N,Low,16.0,Bickers,Married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Analog Circuit Design manager,0.0,59958e94e557cd6021557e7a,2017-08-17 12:39:38.192,22240,3527,credit card,neutral,0.0
